itemid,value,valuenum,valueuom,warning,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
229694,Talking in normal tone/no sound OR Tolerating ventilator/No alarms,0.0,,0.0,CPOT-Vocalization (CPOTa),Vocalization-Post,chartevents,Pain/Sedation,,Text,,
229697,"Absence of movements, or normal position",0.0,,0.0,CPOT-Body Movements (CPOTa),Body Movements-Post,chartevents,Pain/Sedation,,Text,,
229699,"Relaxed, Neutral",0.0,,0.0,CPOT-Facial Expression (CPOTa),Facial Expression-Post,chartevents,Pain/Sedation,,Text,,
229660,0.77,0.77,sec,0.0,RCexp (Measured Time Constant),RCexp (Measured Time Constant),chartevents,Respiratory,sec,Numeric,,
229661,84.2,84.2,cmH2O/L/seconds,0.0,Compliance,Compliance,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,
229662,4.6,4.6,,0.0,Pminimum,Pminimum,chartevents,Respiratory,,Numeric,,
229663,9,9.0,cmH2O,0.0,Pinsp (Hamilton),Pinsp (Hamilton),chartevents,Respiratory,cmH2O,Numeric,,
229664,9,9.0,cmH2O/L/seconds,0.0,Resistance Exp,Resistance Exp,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,
229665,11,11.0,cmH2O/L/seconds,0.0,Resistance Insp,Resistance Insp,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,
228539,Foam (Mepilex),,,0.0,Pressure Ulcer #1- Treatment,Pressure Ulcer #1- Treatment,chartevents,Skin - Impairment,,Text,,
228549,Pressure Ulcer,,,0.0,Pressure Ulcer #1- Type,Pressure Ulcer #1- Type,chartevents,Skin - Impairment,,Text,,
228733,Red,,,0.0,Pressure ulcer #1- Wound Base,Pressure ulcer #1- Wound Base,chartevents,Skin - Impairment,,Text,,
228743,Excoriated,,,0.0,Pressure ulcer #1- Surrounding tissue,Pressure ulcer #1- Surrounding tissue,chartevents,Skin - Impairment,,Text,,
228753,,,,0.0,Pressure ulcer #1- Drainage,Pressure ulcer #1- Drainage,chartevents,Skin - Impairment,,Text,,
228803,Changed,,,0.0,Pressure ulcer #1- Dressing status,Pressure ulcer #1- Dressing status,chartevents,Skin - Impairment,,Text,,
228854,Excoriation,,,0.0,Impaired Skin #2- Type,Impaired Skin #2- Type,chartevents,Skin - Impairment,,Text,,
228853,Rash,,,0.0,Impaired Skin #1- Type,Impaired Skin #1- Type,chartevents,Skin - Impairment,,Text,,
229864,Ischial Tuberosity,9.0,,0.0,Pressure Injury Location,Pressure Injury Location,chartevents,Skin - Assessment,,Text,,
225112,1,1.0,,0.0,Unable to assess pain,Unable to assess pain,chartevents,Adm History/FHPA,,Checkbox,,
227446,1781,1781.0,pg/mL,1.0,Brain Natiuretic Peptide (BNP),Brain Natiuretic Peptide (BNP),chartevents,Labs,,Numeric with tag,,
225693,143,143.0,mg/dL,0.0,Triglyceride,Triglyceride,chartevents,Labs,,Numeric,,
228300,No (Stop - Not delirious),,,0.0,CAM-ICU MS change,CAM-ICU MS change,chartevents,Pain/Sedation,,Text,,
228303,No,,,0.0,CAM-ICU Disorganized thinking,CAM-ICU Disorganized thinking,chartevents,Pain/Sedation,,Text,,
224631,Red; unbroken,1.0,,0.0,Pressure Ulcer Stage #1,Pressure Ulcer Stage #1,chartevents,Skin - Impairment,,Text,,
225628,10.1,10.1,%,1.0,CK-MB fraction (%),CK-MB fraction (%),chartevents,Labs,,Numeric,,
223967,R Femoral,,,0.0,Angio Site # 1,Angio Site # 1,chartevents,Cardiovascular,,Text,,
223968,Clean and Dry,,,0.0,Angio Appearance # 1,Angio Appearance # 1,chartevents,Cardiovascular,,Text,,
223970,Dry Sterile Dressing,,,0.0,Angio Dressing # 1,Angio Dressing # 1,chartevents,Cardiovascular,,Text,,
224012,Commode,,,0.0,Stool Management,Stool Management,chartevents,GI/GU,,Text,,
225313,1,1.0,,0.0,Bed Bath,Bed Bath,chartevents,Treatments,,Checkbox,,
225767,WNL,,,0.0,Sheath Site Appear,Sheath Site Appear,chartevents,Access Lines - Invasive,,Text,,
225770,Not assessed,,,0.0,Sheath Waveform Appear,Sheath Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
225772,5.0,,,0.0,Sheath Size,Sheath Size,chartevents,Access Lines - Invasive,,Text,,
226117,0,0.0,,0.0,Sheath placed in outside facility,Sheath placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227356,1,1.0,,0.0,Sheath Line Dressing Occlusive,Sheath Line Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
227761,Not applicable,,,0.0,Sheath Placement Confirmed by X-ray,Sheath Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
220507,152,152.0,,0.0,Activated Clotting Time,ACT,chartevents,Labs,,Numeric,,
225764,Planned,,,0.0,Sheath Line Discontinued,Sheath Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
227133,Other,,,0.0,Small Volume Neb Drug #2,SV Neb Drug #2,chartevents,Respiratory,,Text,,
224632,No,,,0.0,Tunneling Present #1,Tunneling Present #1,chartevents,Skin - Impairment,,Text,,
228137,1,1.0,,0.0,CHG Bath,CHG Bath,chartevents,Treatments,,Checkbox,,
224167,90,90.0,mmHg,0.0,Manual Blood Pressure Systolic Left,Manual BPs L,chartevents,Routine Vital Signs,mmHg,Numeric,,
224643,35,35.0,mmHg,0.0,Manual Blood Pressure Diastolic Left,Manual BPd L,chartevents,Routine Vital Signs,mmHg,Numeric,,
228229,Able to move 4 extremities voluntarily or on command,2.0,,0.0,PAR-Activity,PAR-Activity,chartevents,Routine Vital Signs,,Text,,
228230,BP +/- 20% of pre-anesthesthetic level,2.0,,0.0,PAR-Circulation,PAR-Circulation,chartevents,Routine Vital Signs,,Text,,
228231,Fully awake,2.0,,0.0,PAR-Consciousness,PAR-Consciousness,chartevents,Routine Vital Signs,,Text,,
228232,Needs O2 inhalation to maintain O2 sat > 90%,1.0,,0.0,PAR-Oxygen saturation,PAR-Oxygen saturation,chartevents,Routine Vital Signs,,Text,,
228234,Able to breathe deeply and cough,2.0,,0.0,PAR-Respiration,PAR-Respiration,chartevents,Routine Vital Signs,,Text,,
229384,Midline,,,0.0,Tongue,Tongue,chartevents,Neurological,,Text,,
229385,Normal,,,0.0,Shoulder Shrug,Should Shrug,chartevents,Neurological,,Text,,
226136,0,0.0,,0.0,16 Gauge placed in outside facility,16 Gauge placed in outside facility,chartevents,Access Lines - Peripheral,,Checkbox,,
227366,1,1.0,,0.0,16 Gauge Dressing Occlusive,16 Gauge Dressing Occlusive,chartevents,Access Lines - Peripheral,,Checkbox,,
228009,Grade 0,,,0.0,16 G Phlebitis Scale,16 G Phlebitis Scale,chartevents,Access Lines - Peripheral,,Text,,
228010,Grade 0,,,0.0,16 G Infiltration Scale,16 G Infiltration Scale,chartevents,Access Lines - Peripheral,,Text,,
228098,0,0.0,,0.0,16 Gauge placed in the field,16 Gauge placed in the field,chartevents,Access Lines - Peripheral,,Checkbox,,
228993,Patient will be able to maintain clear and patent airway,,,0.0,Discharge NCP - Expected outcomes,Discharge NCP - Expected outcomes,chartevents,Care Plans,,Text,,
228997,Appropriate referrals to facilities / community-based services,,,0.0,Discharge NCP - Interventions,Discharge NCP - Interventions,chartevents,Care Plans,,Text,,
229097,No,,,0.0,Discharge NCP - Problem resolved,Discharge NCP - Problem resolved,chartevents,Care Plans,,Text,,
229344,Patient will not develop complications of physical immobility during hospitalization,,,0.0,Impaired Mobility NCP - Expected outcomes,IM NCP - Expected outcomes,chartevents,Care Plans,,Text,,
229383,Normal,,,0.0,Extraocular Movements,EOMs,chartevents,Neurological,,Text,,
229347,Activity as tolerated,,,0.0,Impaired Mobility  NCP - Interventions,IM NCP - Interventions,chartevents,Care Plans,,Text,,
229349,No,,,0.0,Impaired Mobility NCP - Problem resolved,IM NCP - Problem resolved,chartevents,Care Plans,,Text,,
229350,Yes,,,0.0,Impaired Mobility NCP - Plan revised,IM NCP - Plan revised,chartevents,Care Plans,,Text,,
228943,Infection will be recognized early to allow for prompt treatment,,,0.0,Infection NCP - Expected outcomes,Infection NCP - Expected outcomes,chartevents,Care Plans,,Text,,
228947,"Assess for redness, swelling, increased pain or purulent drainage at any site",,,0.0,Infection NCP - Interventions,Infection NCP - Interventions,chartevents,Care Plans,,Text,,
229103,No,,,0.0,Infection NCP - Problem resolved,Infection NCP - Problem resolved,chartevents,Care Plans,,Text,,
229096,No,,,0.0,Discharge NCP - Plan revised,Discharge NCP - Plan revised,chartevents,Care Plans,,Text,,
229102,Yes,,,0.0,Infection NCP - Plan revised,Infection NCP - Plan revised,chartevents,Care Plans,,Text,,
224895,0,0.0,cm,0.0,Impaired Skin Depth #2,Site Depth #2,chartevents,Skin - Impairment,cm,Numeric,,
224965,Unable to stage; wound is covered with eschar,,,0.0,Pressure Ulcer Stage #2,Pressure Ulcer Stage #2,chartevents,Skin - Impairment,,Text,,
227781,Changed,,,0.0,Impaired Skin  - Dressing Status #2,Impaired Skin  - Dressing Status #2,chartevents,Skin - Impairment,,Text,,
224441,Oral,,,0.0,GI #2 Intub Site,GI #2 Intub Site,chartevents,GI/GU,,Text,,
224788,Salem Sump,,,0.0,GI #2 Tube Type,GI #2 Tube Type,chartevents,GI/GU,,Text,,
224789,Clamped,,,0.0,GI #2 Tube Status,GI #2 Tube Status,chartevents,GI/GU,,Text,,
228309,Marker tape at insertion site,,,0.0,GI #2 Tube Place Check,GI #2 Tube Place Check,chartevents,GI/GU,,Text,,
225347,WNL,,,0.0,Midline Site Appear,Midline Site Appear,chartevents,Access Lines - Invasive,,Text,,
226112,1,1.0,,0.0,Midline placed in outside facility,Midline placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227418,1,1.0,,0.0,Midline Dressing Occlusive,Midline Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
227755,On admission,,,0.0,Midline Placement Confirmed by X-ray,Midline Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
224633,No,,,0.0,Undermining Present #1,Undermining Present #1,chartevents,Skin - Impairment,,Text,,
224924,0,0.0,,0.0,Impaired Skin Odor #3,Odor #3,chartevents,Skin - Impairment,,Checkbox,,
224966,Not applicable,,,0.0,Pressure Ulcer Stage #3,Pressure Ulcer Stage #3,chartevents,Skin - Impairment,,Text,,
224419,-10,-10.0,cmH2O,0.0,Negative Insp. Force,Negative Insp. Force,chartevents,Respiratory,cmH2O,Numeric,,
227810,1,1.0,,0.0,ETT Re-taped,ETT Re-taped,chartevents,Respiratory,,Checkbox,,
228310,CXR,,,0.0,GI #2 Tube Place Method,GI #2 Tube Place Method,chartevents,GI/GU,,Text,,
225743,Planned,,,0.0,Midline Discontinued,Midline Discontinued,chartevents,Access Lines - Invasive,,Text,,
223940,Easily Palpable,,,0.0,Femoral Pulse R,Femoral Pulse R,chartevents,Cardiovascular (Pulses),,Text,,
223945,Easily Palpable,,,0.0,Femoral Pulse L,Femoral Pulse L,chartevents,Cardiovascular (Pulses),,Text,,
225728,0,0.0,,0.0,Midline Tip Cultured,Midline Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
225722,0,0.0,,0.0,Arterial Line Tip Cultured,Arterial Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
224445,Dark Red Blood,,,0.0,GI #2 Tube Drainage,GI #2 Tube Drainage,chartevents,GI/GU,,Text,,
228343,Slightly dry / or wrinkled; one or two isolated reddened areas or blisters.,2.0,,0.0,OCAT - Lips Tongue Gums Palate,OCAT - LTGP,chartevents,Treatments,,Text,,
228344,"Mildly increased secretions; Hoarse / soft voice; wet vocal quality, cleared with spontaneous swallow.",2.0,,0.0,"OCAT - Saliva secretions, Voice quality",OCAT - SSVQ,chartevents,Treatments,,Text,,
228345,Mildly impaired swallow with modified diet. Intermittent mild aspiration.,2.0,,0.0,OCAT - Swallow,OCAT - Swallow,chartevents,Treatments,,Text,,
228346,Minimal debris; mostly between teeth.,2.0,,0.0,OCAT - Teeth,OCAT - Teeth,chartevents,Treatments,,Text,,
224716,BP > 180 or < 90,,,0.0,SBT Stopped,SBT Stopped,chartevents,Respiratory,,Text,,
227831,Contact guarding,,,0.0,Grooming,Grooming,chartevents,OT Notes,,Text,,
227836,max A,,,0.0,LE Dressing,LE Dressing,chartevents,OT Notes,,Text,,
227837,Dependent,,,0.0,Toileting,Toileting,chartevents,OT Notes,,Text,,
227845,mod A,,,0.0,Rolling,Rolling,chartevents,OT Notes,,Text,,
227846,max A,,,0.0,Supine / Side-lying to Sit,Supine / Side-lying to Sit,chartevents,OT Notes,,Text,,
227858,88,88.0,,0.0,Rest HR - Aerobic Capacity,Rest HR - Aerobic Capacity,chartevents,OT Notes,,Numeric,,
227860,21,21.0,,0.0,Rest RR - Aerobic Capacity,Rest RR - Aerobic Capacity,chartevents,OT Notes,,Numeric,,
227861,99,99.0,%,0.0,Rest O2 Sat - Aerobic Capacity,Rest O2 Sat - Aerobic Capacity,chartevents,OT Notes,%,Numeric,,
227864,88,88.0,,0.0,Activity HR - Aerobic Capacity,Activity HR - Aerobic Capacity,chartevents,OT Notes,,Numeric,,
227870,90,90.0,,0.0,Recovery HR - Aerobic Capacity,Recovery HR - Aerobic Capacity,chartevents,OT Notes,,Numeric,,
227872,18,18.0,,0.0,Recovery RR - Aerobic Capacity,Recovery RR - Aerobic Capacity,chartevents,OT Notes,,Numeric,,
227873,96,96.0,%,0.0,Recovery O2 Sat - Aerobic Capacity,Recovery O2 Sat - Aerobic Capacity,chartevents,OT Notes,%,Numeric,,
227943,Rehab,,,0.0,Anticipated Discharge,Anticipated Discharge,chartevents,OT Notes,,Text,,
227847,max A,,,0.0,Sit to Stand,Sit to Stand,chartevents,OT Notes,,Text,,
227866,25,25.0,,0.0,Activity RR - Aerobic Capacity,Activity RR - Aerobic Capacity,chartevents,OT Notes,,Numeric,,
227867,97,97.0,%,0.0,Activity O2 Sat - Aerobic Capacity,Activity O2 Sat - Aerobic Capacity,chartevents,OT Notes,%,Numeric,,
223942,Not Applicable,,,0.0,Graft/Flap Pulse,Graft/Flap Pulse,chartevents,Cardiovascular,,Text,,
225672,68,68.0,IU/L,1.0,Lipase,Lipase,chartevents,Labs,,Numeric,,
223763,19,19.0,mmHg,1.0,Bladder Pressure,Bladder Pressure,chartevents,Routine Vital Signs,mmHg,Numeric,,
224562,1,1.0,cm,0.0,Impaired Skin Length #1,Site Length #1,chartevents,Skin - Impairment,cm,Numeric,,
224846,1,1.0,cm,0.0,Impaired Skin Width #1,Site Width #1,chartevents,Skin - Impairment,cm,Numeric,,
226846,54,54.0,kg,0.0,Feeding Weight,Feeding Weight,chartevents,General,kg,Numeric,,
224925,0,0.0,,0.0,Impaired Skin Odor #4,Odor #4,chartevents,Skin - Impairment,,Checkbox,,
227783,Dry and intact,,,0.0,Impaired Skin - Dressing Status  #4,Impaired Skin  - Dressing Status  #4,chartevents,Skin - Impairment,,Text,,
228368,3.3,3.3,L/min/m2,0.0,Cardiac Index (CI NICOM),Cardiac Index (CI NICOM),chartevents,NICOM,L/min/m2,Numeric,,
228369,4.4,4.4,L/min,0.0,Cardiac Output (CO NICOM),Cardiac Output (CO NICOM),chartevents,NICOM,L/min,Numeric,,
228373,No,0.0,,0.0,Passive Leg Raise Performed,Passive Leg Raise Performed,chartevents,NICOM,,Text,,
228374,44,44.0,mL/beat,0.0,Stroke Volume (SV NICOM),Stroke Volume (SV NICOM),chartevents,NICOM,mL/beat,Numeric,,
228375,33,33.0,%,0.0,Stroke Volume Index (SVI NICOM),Stroke Volume Index (SVI NICOM),chartevents,NICOM,%,Numeric,,
228376,13,13.0,,0.0,Stroke Volume Variation (SVV NICOM),Stroke Volume Variation (SVI NICOM),chartevents,NICOM,,Numeric,,
228382,2422,2422.0,dynes*sec/cm5/m2,0.0,Total Peripheral Resistance Index (TPRI) (NICOM),TPRI (NICOM),chartevents,NICOM,dynes*sec/cm5/m2,Numeric,,
225206,1,1.0,,0.0,Multi Lumen Zero/Calibrate,Multi Lumen Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
228370,-10,-10.0,%,1.0,CO / CI Change,CO / CI Change,chartevents,NICOM,%,Numeric,,
228372,< 10% = NOT Fluid responsive,,,1.0,Leg Raise Result (NICOM),Leg Raise Result (NICOM),chartevents,NICOM,,Text,,
228377,-5.9,-5.9,%,1.0,SVI Change,SVI Change,chartevents,NICOM,%,Numeric,,
227813,1,1.0,,0.0,Medication Bolus - Adjunctive Pain Management,Medication Bolus,chartevents,Pain/Sedation,,Checkbox,,
227537,160,160.0,mmHg,0.0,ART Blood Pressure Alarm - High,ART BP Alarm - High,chartevents,Alarms,mmHg,Numeric,,
227538,80,80.0,mmHg,0.0,ART Blood Pressure Alarm - Low,ART BP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
227539,Systolic,,,0.0,ART Blood Pressure Alarm Source,ART BP Alarm Source,chartevents,Alarms,,Text,,
224917,3,3.0,cm,0.0,Impaired Skin Length #3,Site Length #3,chartevents,Skin - Impairment,cm,Numeric,,
224952,1,1.0,cm,0.0,Impaired Skin Width #3,Site Width #3,chartevents,Skin - Impairment,cm,Numeric,,
228600,Dry and intact,,,0.0,Impaired Skin #1- Dressing Status,Impaired Skin #1- Dressing Status,chartevents,Skin - Impairment,,Text,,
228602,Dry and intact,,,0.0,Impaired Skin #3- Dressing Status,Impaired Skin #3- Dressing Status,chartevents,Skin - Impairment,,Text,,
228499,Elbow - Left,,,0.0,Impaired Skin #4- Location,Impaired Skin #4- Location,chartevents,Skin - Impairment,,Text,,
228603,Dry and intact,,,0.0,Impaired Skin #4- Dressing Status,Impaired Skin #4- Dressing Status,chartevents,Skin - Impairment,,Text,,
228856,Abrasion,,,0.0,Impaired Skin #4- Type,Impaired Skin #4- Type,chartevents,Skin - Impairment,,Text,,
228532,None-Open to Air,,,0.0,Impaired Skin #4- Treatment,Impaired Skin #4- Treatment,chartevents,Skin - Impairment,,Text,,
228518,Normal Saline,,,0.0,Impaired Skin #1- Cleanse,Impaired Skin #1- Cleanse,chartevents,Skin - Impairment,,Text,,
228520,Normal Saline,,,0.0,Impaired Skin #3- Cleanse,Impaired Skin #3- Cleanse,chartevents,Skin - Impairment,,Text,,
228560,Lower leg - Left,,,0.0,Incision #2- Location,Incision #2- Location,chartevents,Skin - Incisions,,Text,,
228572,Kendall AMD Kerlix,,,0.0,Incision #2- Treatment,Incision #2- Treatment,chartevents,Skin - Incisions,,Text,,
228595,Changed,,,0.0,Incision #2- Dressing Status,Incision #2- Dressing Status,chartevents,Skin - Incisions,,Text,,
223952,Gravity,,,0.0,Pericardial Drain Status,Pericardial Drain Status,chartevents,Cardiovascular,,Text,,
223953,Straw,,,0.0,Pericardial Drain Drainage,Pericardial Drain Drainage,chartevents,Cardiovascular,,Text,,
223954,Intact,,,0.0,Pericardial Drain Site,Pericardial Drain Site,chartevents,Cardiovascular,,Text,,
229604,AtmosAir Mattress,,,0.0,Therapeutic Bed,Therapeutic Bed,chartevents,Treatments,,Text,,
226889,0,0.0,,0.0,Legal Guardian,Legal Guardian,chartevents,General,,Checkbox,,
229122,No,,,0.0,Elimination NCP - Problem resolved,Elimination NCP - Problem resolved,chartevents,Care Plans,,Text,,
229123,No,,,0.0,Elimination NCP - Plan revised,Elimination NCP - Plan revised,chartevents,Care Plans,,Text,,
229133,Patient / family will verbalize methods for preventing and / or treating diarrhea / constipation,,,0.0,Elimination NCP - Expected outcomes,Elimination NCP - Expected outcomes,chartevents,Care Plans,,Text,,
229134,"Assess abdomen for distention, discomfort, bowel sounds, pain",,,0.0,Elimination NCP - Interventions,Elimination NCP - Interventions,chartevents,Care Plans,,Text,,
228419,Yes,,,0.0,Compression device # 1,Compression device # 1,chartevents,Cardiovascular,,Text,,
224019,Continous Irrigation,,,0.0,Bladder Irrigation,Bladder Irrigation,chartevents,GI/GU,,Text,,
227241,Diastolic,,,0.0,PAP Alarm Source,PAP Alarm Source,chartevents,Alarms,,Text,,
223771,16,16.0,mmHg,0.0,PCWP,PCWP,chartevents,Hemodynamics,mmHg,Numeric,,
224309,76,76.0,mmHg,0.0,Assisted Systole,SYS - Assisted,chartevents,IABP,mmHg,Numeric,,
224310,112,112.0,mmHg,0.0,Augmented Diastole,AUG,chartevents,IABP,mmHg,Numeric,,
224311,44,44.0,mmHg,0.0,BAEDP,DIA - Assisted,chartevents,IABP,mmHg,Numeric,,
224322,83,83.0,mmHg,0.0,IABP Mean,MAP - Assisted,chartevents,IABP,mmHg,Numeric,,
224652,84,84.0,mmHg,0.0,Unassisted Systole,SYS - Unassisted,chartevents,IABP,mmHg,Numeric,,
224654,46,46.0,mmHg,0.0,PAEDP,DIA - Unassisted,chartevents,IABP,mmHg,Numeric,,
227980,1:1,,,0.0,Intra Aortic Balloon Pump Setting,IABP Setting,chartevents,IABP,,Text,,
228866,126,126.0,mmHg,0.0,Plateau Pressure (IABP),Plateau Pressure (IABP),chartevents,IABP,mmHg,Numeric,,
225339,WNL,,,0.0,IABP Site Appear,IABP Site Appear,chartevents,Access Lines - Invasive,,Text,,
225341,Sharp,,,0.0,IABP Art. Waveform Appear,IABP Art. Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
225342,1,1.0,,0.0,IABP Zero/Calibrate,IABP Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
225979,8.0 French 40cc,,,0.0,IABP Size,IABP Size,chartevents,Access Lines - Invasive,,Text,,
225981,1,1.0,,0.0,IABP Alarms Activated,IABP Alarms Activated,chartevents,Access Lines - Invasive,,Checkbox,,
225982,Normal,,,0.0,IABP Balloon Waveform,IABP Balloon Waveform,chartevents,Access Lines - Invasive,,Text,,
225984,R Wave,,,0.0,IABP Trigger,IABP Trigger,chartevents,Access Lines - Invasive,,Text,,
225985,Colorless,,,0.0,IABP Helium Tubing,IABP Helium Tubing,chartevents,Access Lines - Invasive,,Text,,
225986,Central Lumen,,,0.0,IABP Arterial Waveform Source,IABP Arterial Waveform Source,chartevents,Access Lines - Invasive,,Text,,
225987,AC,,,0.0,IABP Power Source,IABP Power Source,chartevents,Access Lines - Invasive,,Text,,
225988,Aligned,,,0.0,IABP Position on leg,IABP Position on leg,chartevents,Access Lines - Invasive,,Text,,
226110,0,0.0,,0.0,IABP placed in outside facility,IABP placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227355,1,1.0,,0.0,IABP Dressing Occlusive,IABP Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
227754,Post line placement,,,0.0,IABP Placement Confirmed by X-ray,IABP Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
229324,No,0.0,,0.0,CAM-ICU Disorganized thinking,CAM-ICU Disorganized thinking,chartevents,Pain/Sedation,,Text,,
223772,72,72.0,%,0.0,SvO2,SvO2,chartevents,Hemodynamics,%,Numeric,60.0,80.0
223971,R Femoral,,,0.0,Angio Site # 2,Angio Site # 2,chartevents,Cardiovascular,,Text,,
