icd_code,icd_version,long_title
99590,9,"Systemic inflammatory response syndrome, unspecified"
99591,9,Sepsis
99592,9,Severe sepsis
99593,9,Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction
99594,9,Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction
99601,9,Mechanical complication due to cardiac pacemaker (electrode)
99602,9,Mechanical complication due to heart valve prosthesis
99603,9,Mechanical complication due to coronary bypass graft
99604,9,Mechanical complication of automatic implantable cardiac defibrillator
99609,9,"Other mechanical complication of cardiac device, implant, and graft"
9961,9,"Mechanical complication of other vascular device, implant, and graft"
9962,9,"Mechanical complication of nervous system device, implant, and graft"
99630,9,"Mechanical complication of unspecified genitourinary device, implant, and graft"
99631,9,Mechanical complication due to urethral (indwelling) catheter
99632,9,Mechanical complication due to intrauterine contraceptive device
99639,9,"Other mechanical complication of genitourinary device, implant, and graft"
99640,9,"Unspecified mechanical complication of internal orthopedic device, implant, and graft"
99641,9,Mechanical loosening of prosthetic joint
99642,9,Dislocation of prosthetic joint
99643,9,Broken prosthetic joint implant
99644,9,Peri-prosthetic fracture around prosthetic joint
99645,9,Peri-prosthetic osteolysis
99646,9,Articular bearing surface wear of prosthetic joint
99647,9,Other mechanical complication of prosthetic joint implant
99649,9,"Other mechanical complication of other internal orthopedic device, implant, and graft"
99651,9,Mechanical complication due to corneal graft
99652,9,"Mechanical complication due to graft of other tissue, not elsewhere classified"
99653,9,Mechanical complication due to ocular lens prosthesis
99654,9,Mechanical complication due to breast prosthesis
99655,9,Mechanical complication due to artificial skin graft and decellularized allodermis
99656,9,Mechanical complication due to peritoneal dialysis catheter
99657,9,Mechanical complication due to insulin pump
99659,9,"Mechanical complication due to other implant and internal device, not elsewhere classified"
99661,9,"Infection and inflammatory reaction due to cardiac device, implant, and graft"
99662,9,"Infection and inflammatory reaction due to other vascular device, implant, and graft"
99663,9,"Infection and inflammatory reaction due to nervous system device, implant, and graft"
99664,9,Infection and inflammatory reaction due to indwelling urinary catheter
99665,9,"Infection and inflammatory reaction due to other genitourinary device, implant, and graft"
99666,9,Infection and inflammatory reaction due to internal joint prosthesis
99667,9,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft"
99668,9,Infection and inflammatory reaction due to peritoneal dialysis catheter
99669,9,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft"
99670,9,"Other complications due to unspecified device, implant, and graft"
99671,9,Other complications due to heart valve prosthesis
99672,9,"Other complications due to other cardiac device, implant, and graft"
99673,9,"Other complications due to renal dialysis device, implant, and graft"
99674,9,"Other complications due to other vascular device, implant, and graft"
99675,9,"Other complications due to nervous system device, implant, and graft"
99676,9,"Other complications due to genitourinary device, implant, and graft"
99677,9,Other complications due to internal joint prosthesis
99678,9,"Other complications due to other internal orthopedic device, implant, and graft"
99679,9,"Other complications due to other internal prosthetic device, implant, and graft"
99680,9,"Complications of transplanted organ, unspecified"
99681,9,Complications of transplanted kidney
99682,9,Complications of transplanted liver
99683,9,Complications of transplanted heart
99684,9,Complications of transplanted lung
99685,9,Complications of transplanted bone marrow
99686,9,Complications of transplanted pancreas
99687,9,Complications of transplanted intestine
99688,9,"Complications of transplanted organ, stem cell"
99689,9,Complications of other specified transplanted organ
99693,9,Complications of reattached finger(s)
99700,9,"Nervous system complication, unspecified"
99701,9,Central nervous system complication
99702,9,Iatrogenic cerebrovascular infarction or hemorrhage
99709,9,Other nervous system complications
9971,9,"Cardiac complications, not elsewhere classified"
9972,9,"Peripheral vascular complications, not elsewhere classified"
9973,9,Surg complic-respir syst
99731,9,Ventilator associated pneumonia
99732,9,Postprocedural aspiration pneumonia
99739,9,Other respiratory complications
9974,9,"Digestive system complications, not elsewhere classified"
99741,9,Retained cholelithiasis following cholecystectomy
99749,9,Other digestive system complications
9975,9,"Urinary complications, not elsewhere classified"
99760,9,Unspecified complication of amputation stump
99761,9,Neuroma of amputation stump
99762,9,Infection (chronic) of amputation stump
99769,9,Other amputation stump complication
99771,9,Vascular complications of mesenteric artery
99772,9,Vascular complications of renal artery
99779,9,Vascular complications of other vessels
99791,9,"Complications affecting other specified body systems, not elsewhere classified, hypertension"
99799,9,"Complications affecting other specified body systems, not elsewhere classified"
9980,9,"Postoperative shock, not elsewhere classified"
99800,9,"Postoperative shock, unspecified"
99801,9,"Postoperative shock, cardiogenic"
99802,9,"Postoperative shock, septic"
99809,9,"Postoperative shock, other"
99811,9,Hemorrhage complicating a procedure
99812,9,Hematoma complicating a procedure
99813,9,Seroma complicating a procedure
9982,9,"Accidental puncture or laceration during a procedure, not elsewhere classified"
99830,9,"Disruption of wound, unspecified"
99831,9,Disruption of internal operation (surgical) wound
99832,9,Disruption of external operation (surgical) wound
99833,9,Disruption of traumatic injury wound repair
9984,9,Foreign body accidentally left during a procedure
99851,9,Infected postoperative seroma
99859,9,Other postoperative infection
9986,9,Persistent postoperative fistula
9987,9,Acute reaction to foreign substance accidentally left during a procedure
99881,9,Emphysema (subcutaneous) (surgical) resulting from procedure
99883,9,Non-healing surgical wound
99889,9,Other specified complications of procedures not elsewhere classified
9989,9,"Unspecified complication of procedure, not elsewhere classified"
9991,9,"Air embolism as a complication of medical care, not elsewhere classified"
9992,9,"Other vascular complications of medical care, not elsewhere classified"
99931,9,Other and unspecified infection due to central venous catheter
99932,9,Bloodstream infection due to central venous catheter
99933,9,Local infection due to central venous catheter
99934,9,"Acute infection following transfusion, infusion, or injection of blood and blood products"
99939,9,"Infection following other infusion, injection, transfusion, or vaccination"
9994,9,Anaphylactic shock due to serum
99941,9,Anaphylactic reaction due to administration of blood and blood products
99949,9,Anaphylactic reaction due to other serum
9995,9,"Other serum reaction, not elsewhere classified"
99951,9,Other serum reaction due to administration of blood and blood products
99952,9,Other serum reaction due to vaccination
99959,9,Other serum reaction
99969,9,Other ABO incompatibility reaction
99971,9,Rh incompatibility with hemolytic transfusion reaction not specified as acute or delayed
99973,9,Rh incompatibility with delayed hemolytic transfusion reaction
99978,9,Non-ABO incompatibility with delayed hemolytic transfusion reaction
9998,9,Transfusion reaction nec
99981,9,Extravasation of vesicant chemotherapy
99982,9,Extravasation of other vesicant agent
99984,9,"Acute hemolytic transfusion reaction, incompatibility unspecified"
99985,9,"Delayed hemolytic transfusion reaction, incompatibility unspecified"
99988,9,Other infusion reaction
99989,9,Other transfusion reaction
9999,9,"Other and unspecified complications of medical care, not elsewhere classified"
E0000,9,Civilian activity done for income or pay
E0001,9,Military activity
E0002,9,Volunteer activity
E0008,9,Other external cause status
E0009,9,Unspecified external cause status
E0010,9,"Activities involving walking, marching and hiking"
E0011,9,Activities involving running
E0020,9,Activities involving swimming
E0026,9,Activities involving water skiing and wake boarding
E0027,9,"Activities involving surfing, windsurfing and boogie boarding"
E0029,9,Other activity involving water and watercraft
E0030,9,Activities involving ice skating
E0031,9,Activities involving ice hockey
E0032,9,"Activities involving snow (alpine) (downhill) skiing, snow boarding, sledding, tobogganing and snow tubing"
E0033,9,Activities involving cross country skiing
E0039,9,Other activity involving ice and snow
E0040,9,"Activities involving mountain climbing, rock climbing and wall climbing"
E0049,9,"Other activity involving climbing, rappelling and jumping off"
E0050,9,Activities involving dancing
E0051,9,Activities involving yoga
E0052,9,Activities involving gymnastics
E0053,9,Activities involving trampoline
E0059,9,Other activity involving dancing and other rhythmic movements
E0060,9,Activities involving roller skating (inline) and skateboarding
E0061,9,Activities involving horseback riding
E0062,9,Activities involving golf
E0063,9,Activities involving bowling
E0064,9,Activities involving bike riding
E0069,9,Other activity involving other sports and athletics played individually
E0070,9,Activities involving american tackle football
E0071,9,Activities involving american flag or touch football
E0072,9,Activities involving rugby
E0073,9,Activities involving baseball
E0074,9,Activities involving lacrosse and field hockey
E0075,9,Activities involving soccer
E0076,9,Activities involving basketball
E0077,9,Activities involving volleyball (beach) (court)
E0079,9,Other activity involving other sports and athletes played as a team or group
E0080,9,Activities involving boxing
E0081,9,Activities involving wrestling
E0082,9,Activities involving racquet and hand sports
E0084,9,Activities involving martial arts
E0089,9,Other specified sports and athletics activity
E0090,9,Activity involving exercise machines primarily for cardiorespiratory conditioning
E0091,9,Activity involving calisthenics
E0092,9,Activity involving aerobic and step exercise
E0099,9,Other activity involving cardiorespiratory exercise
E0100,9,Activity involving exercise machines primarily for muscle strengthening
E0101,9,"Activity involving push-ups, pull-ups, sit-ups"
E0102,9,Activity involving free weights
E0109,9,Other activity involving other muscle strengthening exercises
E0110,9,Activities involving computer keyboarding
E0130,9,Activities involving personal bathing and showering
E0131,9,Activities involving laundry
E0134,9,Activities involving floor mopping and cleaning
E0135,9,Activities involving residential relocation
E0138,9,Other personal hygiene activity
E0139,9,Other household maintenance
E0141,9,Caregiving involving lifting
E0149,9,Other activity involving person providing caregiving
E0150,9,Activities involving food preparation and clean up
E0152,9,Activities involving cooking and baking
E0159,9,Other activity involving cooking and grilling
E0160,9,"Activities involving digging, shoveling and raking"
E0161,9,Activities involving gardening and landscaping
E0162,9,Activities involving building and construction
E0169,9,"Other activity involving property and land maintenance, building and construction"
E0179,9,Other activity involving external motion
E0190,9,Activities involving walking an animal
E0291,9,Spectator at an event
E0292,9,Rough housing and horseplay
E0299,9,Other activity
E030,9,Unspecified activity
E8001,9,Railway accident involving collision with rolling stock and injuring passenger on railway
E8012,9,Railway accident involving collision with other object and injuring pedestrian
E8041,9,"Fall in, on, or from railway train injuring passenger on railway"
E8042,9,"Fall in, on, or from railway train injuring pedestrian"
E8052,9,Pedestrian hit by rolling stock
E8058,9,Other specified person hit by rolling stock
E8061,9,Other specified railway accident injuring passenger on railway
E8062,9,Other specified railway accident injuring pedestrian
